Category,Values
Comedy,0.015146963701180585
Comedy,0.08047766315272853
Comedy,0.08044372063122059
Comedy,0.04668783527016316
Comedy,0.09078828604523044
Comedy,0.03772373289316805
Comedy,0.08467377561188016
Comedy,0.07641916896033654
Comedy,0.07002920086449511
Comedy,0.08440305610968075
Comedy,0.050628418920672345
Comedy,0.12373287964213966
Comedy,0.0628020888513195
Comedy,0.15136218001022586
Comedy,0.047447251908862384
Comedy,0.06324461592201919
Comedy,0.09847454276243794
Comedy,0.03746421190006977
Comedy,0.1207671096975903
Comedy,0.044880117417660056
Comedy,0.06614263025583804
Comedy,0.12113899045937879
Comedy,0.1121780328645712
Comedy,0.07922947836355666
Comedy,0.16892414975640385
Comedy,-0.03990518893756853
Comedy,0.12469135520191879
Comedy,0.1445580448230078
Comedy,0.16671929393553953
Comedy,0.10915956297092301
Comedy,0.11005957223239093
Comedy,0.09690793749536056
Comedy,0.07034003061430795
Comedy,0.02096350480988512
Comedy,0.059184613841150036
Comedy,0.10064610580379517
Comedy,0.1068606339988435
Comedy,0.06369319290177271
Comedy,0.021499918203426192
Comedy,0.03173908855002252
Comedy,0.040185557958037556
Comedy,-0.045840819936564636
Comedy,0.08729761616449917
Comedy,0.03407280055292612
Comedy,0.0831463178426898
Comedy,0.05978004686915575
Comedy,0.12412039479617584
Comedy,0.06805445436100396
Comedy,0.006889001682867098
Comedy,0.059375596414123086
Comedy,0.07208872861324893
Comedy,0.03577269696273384
Comedy,0.10169639479952527
Comedy,0.07723387861705613
Comedy,0.09018978843256704
Comedy,-0.016159277390170396
Comedy,0.002418885117852322
Comedy,0.05106860443689563
Comedy,0.09349803605485425
Comedy,0.07377333608370765
Comedy,0.053851842984601536
Comedy,0.11218656414932107
Comedy,0.06256852776093402
Comedy,0.03262129275203262
Comedy,0.10619207570591645
Comedy,0.12075332276419229
Comedy,0.08106046046629009
Comedy,0.07395807173565058
Comedy,0.08489970417954674
Comedy,0.1480922380306179
Comedy,0.1016667173584566
Comedy,0.08927728577326072
Comedy,0.05199085556021046
Comedy,0.06531956073519353
Comedy,0.0604419365595432
Comedy,0.07708192529189506
Comedy,0.09852943948819909
Comedy,0.0722389553630097
Comedy,0.13061195763722813
Comedy,0.11577001945422966
Comedy,0.05087366305557515
Comedy,0.08062890425123648
Talk-Show,0.002418885117852322
Romance,0.12127033763996264
Romance,0.09950242273760218
Romance,0.07118802347441587
Romance,0.17301601731601732
Romance,0.036501378199453614
Romance,0.0928087359500404
Romance,0.08461693902805008
Romance,0.03517470897034249
Romance,0.045631945424744344
Romance,0.06708952741952058
Romance,0.09651078843583975
Romance,0.06017656360150676
Romance,0.09348781005194978
Romance,0.10301160642106523
Romance,0.06103789002231894
Romance,0.07339102926059446
Romance,0.07382773474174956
Romance,0.11006341960038599
Romance,0.09752046936898622
Romance,0.07595259514790778
Romance,0.05234586271908897
Romance,0.0871970841900911
Romance,0.060620753083237285
Romance,0.0690584658950262
Romance,0.10045212500286475
Romance,0.1049271737684836
Romance,0.06917795142029115
Romance,0.066110664753324
Romance,0.05102555347207755
Romance,-0.009176104348656552
Romance,0.09253469503469507
Romance,0.0565198577626138
Romance,0.04955304922711815
Romance,0.10165570994314542
Romance,0.025331264428996227
Romance,0.06252861537103555
Romance,0.08047766315272853
Romance,0.0826232490251184
Romance,0.014484201819271236
Romance,0.04939514456144171
Romance,0.03432927764848667
Romance,0.08440305610968075
Romance,0.0886620368682413
Romance,0.15589743475168974
Romance,0.09847454276243794
Romance,0.1207671096975903
Romance,0.06614263025583804
Romance,0.1121780328645712
Romance,0.09710325921801377
Romance,0.16892414975640385
Romance,0.06853946706887881
Romance,0.05183650991379552
Romance,0.16671929393553953
Romance,0.10915956297092301
Romance,0.11005957223239093
Romance,0.09690793749536056
Romance,0.04804861500113436
Romance,0.0753903910647981
Romance,-0.00011195579393335311
Romance,0.07034003061430795
Romance,0.02096350480988512
Romance,0.10064610580379517
Romance,0.021499918203426192
Romance,0.09933256089287536
Romance,0.09386761092362622
Romance,0.10922351420230479
Romance,0.19733071210905073
Romance,0.12412039479617584
Romance,0.006889001682867098
Romance,0.07208872861324893
Romance,0.03577269696273384
Romance,0.07136052467806027
Romance,0.09349803605485425
Romance,0.0749248339188695
Romance,0.14098797920727688
Romance,0.1480922380306179
Romance,0.05199085556021046
Romance,0.06531956073519353
Romance,0.0604419365595432
Romance,0.0936545104201354
Romance,0.11577001945422966
Romance,0.09680069909453282
Romance,0.09467326376548646
Adventure,0.020985408654002086
Adventure,0.014786293330961965
Adventure,0.05404065884993096
Adventure,0.02038617628483257
Adventure,0.06960244514472452
Adventure,0.04051675490234809
Adventure,0.09205464058267787
Adventure,0.0038135506815282195
Adventure,0.026599571304903452
Adventure,0.025268390695219977
Adventure,0.06628753543053756
Adventure,0.10516646410040568
Adventure,0.038015127939603904
Adventure,0.06570828172669983
Adventure,0.055416993559962616
Adventure,0.034803548256233656
Adventure,-0.016476608602943123
Adventure,-0.04017140646239006
Adventure,0.05377727292716697
Adventure,0.04863056175850294
Adventure,0.007820933876128675
Adventure,0.04208856222201406
Adventure,0.0030978574271257153
Adventure,0.07247563262859917
Adventure,0.09748908571973357
Adventure,0.06759717706827538
Adventure,0.05371629671180304
Adventure,0.07471494222776276
Adventure,0.020659314200012005
Adventure,0.04424992886195594
Adventure,-0.009176104348656552
Adventure,0.11657226916794274
Adventure,0.13006089799731427
Adventure,0.12496921799172521
Adventure,0.04668783527016316
Adventure,0.11453986154181443
Adventure,0.08467377561188016
Adventure,0.0384394246667819
Adventure,0.07641916896033654
Adventure,0.050628418920672345
Adventure,0.0628020888513195
Adventure,0.15589743475168974
Adventure,0.047447251908862384
Adventure,0.06868331925995896
Adventure,0.044880117417660056
Adventure,0.006519601246405424
Adventure,-0.000974545878957642
Adventure,0.020817663997275648
Adventure,0.06962476798165854
Adventure,0.035405122655122634
Adventure,0.06369319290177271
Adventure,0.018868976298882918
Adventure,0.04918523943485539
Adventure,0.054541324727622506
Adventure,0.06805445436100396
Adventure,0.06309643193908254
Adventure,0.013817961582492122
Adventure,-0.0010751367228051237
Adventure,0.06639910569925914
Adventure,0.0047088009223386915
Adventure,0.09018978843256704
Adventure,0.021761743923968218
Adventure,0.1016667173584566
Adventure,0.08927728577326072
Adventure,0.040177777873829944
Adventure,0.07708192529189506
Adventure,0.037462823763431075
Western,0.05404065884993096
Western,0.020519664055560074
Western,0.03700187297097421
Western,0.04924619604748043
Western,0.06571001162390264
Western,0.006519601246405424
Western,0.018868976298882918
Film-Noir,0.049519307198531794
Thriller,0.004451224480986409
Thriller,0.013795105032708328
Thriller,0.0704258229144592
Thriller,0.05674888348399643
Thriller,0.0781955371817123
Thriller,0.0088879127408539
Thriller,0.028282771471747795
Thriller,0.0398948716466392
Thriller,0.02038617628483257
Thriller,0.037102248789549055
Thriller,0.023364796759455467
Thriller,0.07123774670941739
Thriller,0.07118802347441587
Thriller,0.06628753543053756
Thriller,0.055696833775346066
Thriller,0.044602574057439226
Thriller,0.029318023293676547
Thriller,0.03244552252104659
Thriller,0.04171960526286708
Thriller,0.03848117050498001
Thriller,-0.019108036281259642
Thriller,-0.01985377331854388
Thriller,0.04719492834520668
Thriller,0.018804502079789752
Thriller,0.016344090386553763
Thriller,0.05371629671180304
Thriller,0.0369357895929753
Thriller,0.026366791082327166
Thriller,0.07207061334544781
Thriller,0.019832797075841874
Thriller,0.0037025484379887884
Thriller,0.09039290394705127
Thriller,0.05102555347207755
Thriller,0.006606406072559883
Thriller,-0.087372234476195
Thriller,0.07510363168508677
Thriller,0.035237431895632214
Thriller,0.018783435179539062
Thriller,0.04548837583678661
Thriller,0.019755307172928938
Thriller,0.039775446467540845
Thriller,0.0530364167082916
Thriller,0.031148846270916616
Thriller,0.07413000184609403
Thriller,0.02845502480534341
Thriller,0.1195327029465999
Thriller,0.030664130457210587
Thriller,0.04370509563396021
Thriller,0.06228732506354486
Thriller,-0.030740816437758847
Thriller,0.030343903145136512
Thriller,0.03450224649088289
Thriller,0.06962476798165854
Thriller,0.028464257827305304
Thriller,0.05663681235609015
Thriller,0.03431893730632263
Thriller,0.06303552114314766
Thriller,0.006552331036803086
Thriller,0.06201776700627816
Thriller,0.04688906608455733
Thriller,-0.0010751367228051237
Thriller,0.014512723636494598
Thriller,0.02833349342964731
Thriller,0.10169639479952527
Thriller,-0.0022182013661891137
Thriller,0.04896464117332764
Thriller,0.017782715796108624
Thriller,0.006403515345823039
Thriller,0.023559756916992906
Thriller,0.10591989397167217
Thriller,0.011981051442017962
Thriller,0.058158394596188066
Animation,0.06960244514472452
Animation,0.025268390695219977
Animation,-0.04017140646239006
Animation,0.05377727292716697
Animation,0.020309643906498226
Animation,0.04208856222201406
Animation,0.07247563262859917
Animation,0.09748908571973357
Animation,0.06759717706827538
Animation,0.045249719250793255
Animation,0.13006089799731427
Animation,0.12496921799172521
Animation,0.015146963701180585
Animation,0.044880117417660056
Animation,0.020817663997275648
Animation,0.056608695670408576
Animation,-0.00013678399016746773
Animation,0.021761743923968218
Animation,0.1016667173584566
Animation,0.08927728577326072
Animation,0.040177777873829944
Animation,0.07708192529189506
Family,0.09205464058267787
Family,0.08009662845499738
Family,0.06236350192600199
Family,0.07696763163483951
Family,0.045249719250793255
Family,0.15861829912413491
Family,0.08047766315272853
Family,0.04668783527016316
Family,0.05054377374602098
Family,0.06369319290177271
Family,0.04918523943485539
Family,0.056608695670408576
Family,-0.00013678399016746773
Family,0.09018978843256704
Family,0.05087366305557515
War,0.0398948716466392
War,0.021866554341536514
War,0.060620753083237285
War,0.02006585931535223
War,0.0826232490251184
War,0.03772373289316805
War,0.019074005393747925
War,0.020555705083228043
War,0.027807797574326484
War,0.06853946706887881
War,0.040185557958037556
War,0.03431893730632263
War,0.07622817588871898
War,0.0749248339188695
War,-0.005432611131274564
War,0.037462823763431075
War,0.06877262805879283
War,0.06300836148848485
Mystery,0.12127033763996264
Mystery,0.05674888348399643
Mystery,0.0781955371817123
Mystery,0.038422157421067346
Mystery,-0.001108484961640314
Mystery,0.011277916239568938
Mystery,0.17294810193041388
Mystery,0.05502427778171485
Mystery,0.03244552252104659
Mystery,0.05908048982267741
Mystery,0.055416993559962616
Mystery,-0.01985377331854388
Mystery,0.013850064393142411
Mystery,-0.016476608602943123
Mystery,0.008497447752549772
Mystery,0.03208185465328321
Mystery,-0.005801664636153369
Mystery,0.09752046936898622
Mystery,0.11021147302933705
Mystery,0.016344090386553763
Mystery,0.005121217134798958
Mystery,0.12319756522137464
Mystery,0.02176263961074089
Mystery,0.006779159877847699
Mystery,0.03926939368874862
Mystery,0.018783435179539062
Mystery,0.019755307172928938
Mystery,0.09466615554426647
Mystery,0.02845502480534341
Mystery,0.1195327029465999
Mystery,0.030664130457210587
Mystery,0.0070868707238388035
Mystery,0.03432927764848667
Mystery,0.04370509563396021
Mystery,-0.03990518893756853
Mystery,0.03450224649088289
Mystery,0.02246113653681041
Mystery,0.00967661627588095
Mystery,0.04804861500113436
Mystery,0.0753903910647981
Mystery,0.0445858749563785
Mystery,0.05663681235609015
Mystery,0.06726291739449634
Mystery,0.05414849811874548
Mystery,0.019956250748883228
Mystery,0.05172942287930684
Mystery,-0.0060402562500067964
Mystery,0.014512723636494598
Mystery,0.06737003602702311
Mystery,0.04304893468178978
Mystery,0.017782715796108624
Mystery,0.05106860443689563
Mystery,0.07037726324152918
Mystery,0.043924888611736254
Mystery,0.0423637291490915
Mystery,0.043492017080190536
Mystery,0.10591989397167217
Mystery,0.09680069909453282
Music,0.0366560995543297
Music,0.08823445102012115
Music,0.1049271737684836
Music,0.15861829912413491
Music,0.06581697981753186
Music,0.11000600617499444
Music,0.10446416654749983
Music,0.07002920086449511
Music,0.05157910998658662
Music,0.1121780328645712
Music,-0.00011195579393335311
Music,0.03173327080327083
Music,0.033622229671203846
Music,0.07723387861705613
Music,0.002418885117852322
Music,0.0505042874439426
Music,0.08208345892883152
Fantasy,0.06280488653306601
Fantasy,-0.001108484961640314
Fantasy,0.027310449536689242
Fantasy,0.1184020893480351
Fantasy,0.02643761815413314
Fantasy,0.17301601731601732
Fantasy,-0.019108036281259642
Fantasy,0.0039022267766229053
Fantasy,0.08009662845499738
Fantasy,0.09752046936898622
Fantasy,0.058284196104913075
Fantasy,0.034413947593071356
Fantasy,0.12373287964213966
Fantasy,0.0628020888513195
Fantasy,0.07922947836355666
Fantasy,0.00967661627588095
Fantasy,0.04867208852468284
Fantasy,-0.00013678399016746773
Fantasy,0.021761743923968218
Fantasy,-0.016159277390170396
Fantasy,0.07377333608370765
Fantasy,0.00570825657648318
Fantasy,0.05087366305557515
Sci-Fi,0.004451224480986409
Sci-Fi,0.020985408654002086
Sci-Fi,-0.021981834436471538
Sci-Fi,0.04051675490234809
Sci-Fi,0.038015127939603904
Sci-Fi,0.022943914076154124
Sci-Fi,0.01076436885110356
Sci-Fi,-0.016476608602943123
Sci-Fi,0.03197590472331992
Sci-Fi,0.007820933876128675
Sci-Fi,0.0030978574271257153
Sci-Fi,0.018804502079789752
Sci-Fi,-0.005801664636153369
Sci-Fi,0.05371629671180304
Sci-Fi,0.020659314200012005
Sci-Fi,0.03926939368874862
Sci-Fi,-0.00449977912731865
Sci-Fi,0.07021804516687549
Sci-Fi,0.0014441011204403785
Sci-Fi,0.031148846270916616
Sci-Fi,0.08044372063122059
Sci-Fi,0.08467377561188016
Sci-Fi,0.07641916896033654
Sci-Fi,0.050628418920672345
Sci-Fi,0.06868331925995896
Sci-Fi,0.12113899045937879
Sci-Fi,-0.000974545878957642
Sci-Fi,0.12469135520191879
Sci-Fi,0.10915956297092301
Sci-Fi,0.028464257827305304
Sci-Fi,0.035405122655122634
Sci-Fi,0.006552331036803086
Sci-Fi,0.013817961582492122
Sci-Fi,0.06737003602702311
Sci-Fi,-0.0003902344032778863
Sci-Fi,0.006403515345823039
Sci-Fi,0.043492017080190536
Sci-Fi,-0.0027674297527238456
Crime,0.013795105032708328
Crime,-0.019347282628193695
Crime,0.0704258229144592
Crime,0.03809571745634563
Crime,0.0088879127408539
Crime,0.038422157421067346
Crime,0.0566793125981709
Crime,0.028282771471747795
Crime,0.028375216622062997
Crime,0.011277916239568938
Crime,0.17294810193041388
Crime,-0.012484262193368437
Crime,-0.02790472348164666
Crime,0.09415798362983509
Crime,0.044602574057439226
Crime,0.02308821991245398
Crime,0.040118220209963355
Crime,0.006119474109047985
Crime,0.029318023293676547
Crime,0.013728702120089954
Crime,0.07639754435167286
Crime,0.04171960526286708
Crime,0.06708952741952058
Crime,0.01076436885110356
Crime,0.09651078843583975
Crime,0.06017656360150676
Crime,0.020130369630369602
Crime,0.008497447752549772
Crime,-0.00972115487069693
Crime,0.028546378424687536
Crime,0.06075738443446164
Crime,0.061132758775615734
Crime,0.06668771777686944
Crime,0.03547991968623458
Crime,0.0037025484379887884
Crime,0.09039290394705127
Crime,0.02176263961074089
Crime,0.0179839882836305
Crime,0.05982583476280952
Crime,0.04762596880243937
Crime,0.046458721444702845
Crime,0.041262476970197595
Crime,0.006606406072559883
Crime,-0.087372234476195
Crime,0.11246088879585722
Crime,0.04955304922711815
Crime,0.04548837583678661
Crime,0.035565131636040734
Crime,-0.03304304935904026
Crime,-0.02864302776802775
Crime,0.01615185773459155
Crime,0.015146963701180585
Crime,0.07212684006898996
Crime,0.014484201819271236
Crime,0.0070868707238388035
Crime,0.04370509563396021
Crime,0.0886620368682413
Crime,0.06324461592201919
Crime,0.007976615771818707
Crime,0.03746421190006977
Crime,0.06228732506354486
Crime,-0.03990518893756853
Crime,0.12469135520191879
Crime,0.03450224649088289
Crime,0.02246113653681041
Crime,-0.045840819936564636
Crime,0.06726291739449634
Crime,0.023615258390819467
Crime,0.05414849811874548
Crime,0.014984947335693647
Crime,0.049519307198531794
Crime,0.012060091516670467
Crime,0.019956250748883228
Crime,0.02833349342964731
Crime,-0.0022182013661891137
Crime,0.05106860443689563
Crime,0.03262129275203262
Crime,0.048398748751808586
Crime,0.023559756916992906
Crime,0.043924888611736254
Crime,0.05014671914179512
Crime,0.0722389553630097
Crime,0.09794817576175259
Crime,0.06555044298592681
Action,0.004451224480986409
Action,-0.019347282628193695
Action,0.020985408654002086
Action,0.028282771471747795
Action,0.028375216622062997
Action,0.02038617628483257
Action,0.037102248789549055
Action,0.027310449536689242
Action,-0.012484262193368437
Action,-0.02790472348164666
Action,0.026599571304903452
Action,0.02643761815413314
Action,0.025268390695219977
Action,0.055696833775346066
Action,0.10516646410040568
Action,0.038015127939603904
Action,0.007364177153404301
Action,0.02308821991245398
Action,0.022943914076154124
Action,0.029318023293676547
Action,0.013728702120089954
Action,0.07639754435167286
Action,0.055416993559962616
Action,0.04171960526286708
Action,-0.019108036281259642
Action,0.01076436885110356
Action,0.034803548256233656
Action,0.013850064393142411
Action,0.008497447752549772
Action,0.0039022267766229053
Action,0.04863056175850294
Action,-0.00972115487069693
Action,0.007820933876128675
Action,0.028546378424687536
Action,0.04208856222201406
Action,0.0030978574271257153
Action,0.018804502079789752
Action,0.06075738443446164
Action,0.07247563262859917
Action,0.09748908571973357
Action,-0.005801664636153369
Action,0.06759717706827538
Action,0.06668771777686944
Action,0.026366791082327166
Action,0.03547991968623458
Action,0.020659314200012005
Action,0.006779159877847699
Action,0.04424992886195594
Action,0.02006585931535223
Action,0.04762596880243937
Action,0.041262476970197595
Action,-0.00449977912731865
Action,0.018783435179539062
Action,0.034413947593071356
Action,0.031148846270916616
Action,0.07413000184609403
Action,0.0384394246667819
Action,0.047447251908862384
Action,0.06868331925995896
Action,0.03746421190006977
Action,-0.000974545878957642
Action,-0.030740816437758847
Action,0.07922947836355666
Action,0.020817663997275648
Action,0.0445858749563785
Action,0.03173908855002252
Action,0.04918523943485539
Action,0.054541324727622506
Action,0.014984947335693647
Action,0.06309643193908254
Action,0.013817961582492122
Action,-0.0060402562500067964
Action,-0.0022182013661891137
Action,0.0047088009223386915
Action,0.017782715796108624
Action,0.006403515345823039
Action,0.07037726324152918
Action,-0.005432611131274564
Action,0.040177777873829944
Action,0.06564038867115776
Action,0.0722389553630097
Action,-0.0027674297527238456
Action,0.011981051442017962
Action,0.06239480759908779
Drama,0.013795105032708328
Drama,-0.019347282628193695
Drama,0.06280488653306601
Drama,0.12127033763996264
Drama,0.0704258229144592
Drama,0.03809571745634563
Drama,0.06412310073052567
Drama,0.05674888348399643
Drama,0.0781955371817123
Drama,0.038422157421067346
Drama,0.014786293330961965
Drama,0.0566793125981709
Drama,0.028375216622062997
Drama,0.05404065884993096
Drama,0.0398948716466392
Drama,0.021866554341536514
Drama,0.011277916239568938
Drama,0.04057650235069603
Drama,0.17294810193041388
Drama,0.04311443273707423
Drama,0.027310449536689242
Drama,0.0038135506815282195
Drama,0.023364796759455467
Drama,0.07123774670941739
Drama,0.07118802347441587
Drama,0.17301601731601732
Drama,0.055696833775346066
Drama,0.11575778416594744
Drama,0.05502427778171485
Drama,0.044076294636900645
Drama,0.036501378199453614
Drama,0.0928087359500404
Drama,0.044602574057439226
Drama,0.007364177153404301
Drama,0.02308821991245398
Drama,0.022943914076154124
Drama,0.08461693902805008
Drama,0.006119474109047985
Drama,0.0934698509424909
Drama,0.054490702302157065
Drama,0.05908048982267741
Drama,0.03517470897034249
Drama,0.045631945424744344
Drama,0.06570828172669983
Drama,-0.02003292470662912
Drama,0.0366560995543297
Drama,0.03848117050498001
Drama,0.06708952741952058
Drama,0.20386438453354488
Drama,0.034803548256233656
Drama,0.013850064393142411
Drama,0.10301160642106523
Drama,0.08823445102012115
Drama,0.020130369630369602
Drama,0.06103789002231894
Drama,0.07339102926059446
Drama,0.09529531590276995
Drama,0.03197590472331992
Drama,-0.005162524422334188
Drama,0.08009662845499738
Drama,0.061037873671417414
Drama,0.04719492834520668
Drama,0.028546378424687536
Drama,0.11006341960038599
Drama,0.06075738443446164
Drama,0.11994236802928351
Drama,0.000910862476029264
Drama,0.07595259514790778
Drama,0.05234586271908897
Drama,0.061132758775615734
Drama,0.11021147302933705
Drama,0.03700187297097421
Drama,0.06668771777686944
Drama,0.0871970841900911
Drama,0.0369357895929753
Drama,0.060620753083237285
Drama,0.0690584658950262
Drama,0.03547991968623458
Drama,0.08757977812337009
Drama,0.07207061334544781
Drama,0.23525547741109543
Drama,0.010376633374965288
Drama,0.06236350192600199
Drama,0.10045212500286475
Drama,0.019832797075841874
Drama,0.07471494222776276
Drama,0.1049271737684836
Drama,0.0037025484379887884
Drama,0.06917795142029115
Drama,0.066110664753324
Drama,0.07696763163483951
Drama,0.04924619604748043
Drama,0.045249719250793255
Drama,0.02176263961074089
Drama,0.0179839882836305
Drama,0.05982583476280952
Drama,0.05750848045375582
Drama,0.05102555347207755
Drama,0.05512080552385567
Drama,0.046458721444702845
Drama,0.041262476970197595
Drama,-0.009176104348656552
Drama,0.03926939368874862
Drama,0.006606406072559883
Drama,0.09253469503469507
Drama,-0.00449977912731865
Drama,0.0565198577626138
Drama,-0.087372234476195
Drama,0.07510363168508677
Drama,0.04300457393743747
Drama,0.0014441011204403785
Drama,0.06581697981753186
Drama,0.11657226916794274
Drama,0.11463359563018842
Drama,0.10165570994314542
Drama,0.04548837583678661
Drama,0.039775446467540845
Drama,0.0530364167082916
Drama,0.05428650811667442
Drama,-0.03304304935904026
Drama,0.025331264428996227
Drama,-0.02864302776802775
Drama,0.09466615554426647
Drama,0.01615185773459155
Drama,0.11000600617499444
Drama,0.06252861537103555
Drama,0.07212684006898996
Drama,0.08044372063122059
Drama,0.07413000184609403
Drama,0.0826232490251184
Drama,0.02845502480534341
Drama,0.08904873128992057
Drama,0.014484201819271236
Drama,0.1195327029465999
Drama,0.11453986154181443
Drama,0.06571001162390264
Drama,0.09078828604523044
Drama,0.03718831233587581
Drama,0.03772373289316805
Drama,0.019074005393747925
Drama,0.05054377374602098
Drama,0.04939514456144171
Drama,0.0070868707238388035
Drama,0.020555705083228043
Drama,0.03432927764848667
Drama,0.10446416654749983
Drama,0.09354601349298788
Drama,0.12373287964213966
Drama,0.04875516659869725
Drama,0.0886620368682413
Drama,0.15589743475168974
Drama,0.14787925385669667
Drama,0.06324461592201919
Drama,0.027807797574326484
Drama,0.007976615771818707
Drama,0.039767906729932134
Drama,0.09847454276243794
Drama,0.07930111671708312
Drama,0.1207671096975903
Drama,0.027551510914199672
Drama,0.06614263025583804
Drama,0.05157910998658662
Drama,0.06228732506354486
Drama,0.006519601246405424
Drama,0.06932156466159058
Drama,0.09710325921801377
Drama,0.16892414975640385
Drama,0.06853946706887881
Drama,0.0631942953618486
Drama,0.030343903145136512
Drama,0.1445580448230078
Drama,0.05183650991379552
Drama,0.16671929393553953
Drama,0.09801748379743218
Drama,0.02246113653681041
Drama,0.11005957223239093
Drama,0.06962476798165854
Drama,0.028464257827305304
Drama,0.09690793749536056
Drama,0.04804861500113436
Drama,0.0753903910647981
Drama,-0.00011195579393335311
Drama,0.07034003061430795
Drama,0.02096350480988512
Drama,0.06997713104008711
Drama,0.0526005589681854
Drama,0.0445858749563785
Drama,0.10064610580379517
Drama,0.047874055626491434
Drama,0.1068606339988435
Drama,0.01736288079957752
Drama,0.05546162457471994
Drama,0.05663681235609015
Drama,0.021499918203426192
Drama,0.0656835902770366
Drama,0.018868976298882918
Drama,0.042735104029323255
Drama,0.03173908855002252
Drama,0.040185557958037556
Drama,0.03431893730632263
Drama,0.10266626744467638
Drama,0.09933256089287536
Drama,0.08729761616449917
Drama,0.03407280055292612
Drama,0.06726291739449634
Drama,0.031427524825044455
Drama,0.0831463178426898
Drama,0.09386761092362622
Drama,0.0463283880051432
Drama,0.056608695670408576
Drama,0.023615258390819467
Drama,0.054541324727622506
Drama,0.10922351420230479
Drama,0.006552331036803086
Drama,0.19733071210905073
Drama,0.12412039479617584
Drama,0.05414849811874548
Drama,0.06805445436100396
Drama,0.014984947335693647
Drama,0.07622817588871898
Drama,0.04035701258156351
Drama,0.006889001682867098
Drama,0.049519307198531794
Drama,0.06201776700627816
Drama,0.012060091516670467
Drama,0.019956250748883228
Drama,0.04688906608455733
Drama,-0.0010751367228051237
Drama,0.05172942287930684
Drama,0.03173327080327083
Drama,0.07208872861324893
Drama,0.03577269696273384
Drama,0.02833349342964731
Drama,0.11517843099806754
Drama,0.033622229671203846
Drama,0.10169639479952527
Drama,0.07136052467806027
Drama,0.06737003602702311
Drama,0.06639910569925914
Drama,0.07723387861705613
Drama,0.04304893468178978
Drama,0.0047088009223386915
Drama,0.1060554674284902
Drama,0.002961767982615802
Drama,-0.016159277390170396
